token	corpus size	all contexts size	frequency	co-frequency	specificity
现有	60123	22785	4	3	0.87
级别	60123	22785	4	3	0.87
访问性	60123	22785	4	3	0.87
传递	60123	22785	4	3	0.87
告别	60123	22785	4	3	0.87
意思	60123	22785	4	3	0.87
一体化	60123	22785	4	3	0.87
验证	60123	22785	4	3	0.87
份额	60123	22785	4	3	0.87
说法	60123	22785	4	3	0.87
自主	60123	22785	4	3	0.87
意	60123	22785	4	3	0.87
坚定	60123	22785	4	3	0.87
创新性	60123	22785	4	3	0.87
催生	60123	22785	4	3	0.87
衡量	60123	22785	4	3	0.87
白白	60123	22785	4	3	0.87
意境	60123	22785	4	3	0.87
杜甫	60123	22785	4	3	0.87
九嶷山	60123	22785	4	3	0.87
劝	60123	22785	4	3	0.87
君	60123	22785	4	3	0.87
断	60123	22785	32	13	0.87
词	60123	22785	14	7	0.86
任何	60123	22785	14	7	0.86
深	60123	22785	14	7	0.86
黑	60123	22785	14	7	0.86
增强	60123	22785	14	7	0.86
集成	60123	22785	14	7	0.86
至	60123	22785	29	12	0.86
其中	60123	22785	29	12	0.86
部分	60123	22785	29	12	0.86
自	60123	22785	33	13	0.86
场	60123	22785	26	11	0.85
范围	60123	22785	26	11	0.85
其实	60123	22785	17	8	0.85
云层	60123	22785	17	8	0.85
从而	60123	22785	17	8	0.85
网	60123	22785	17	8	0.85
月	60123	22785	23	10	0.84
因素	60123	22785	23	10	0.84
商业	60123	22785	23	10	0.84
毛泽东	60123	22785	23	10	0.84
降低	60123	22785	30	12	0.84
计划	60123	22785	20	9	0.84
无声	60123	22785	2	2	0.84
饱含深情	60123	22785	2	2	0.84
悠悠荡荡	60123	22785	2	2	0.84
浩渺	60123	22785	2	2	0.84
迁徙	60123	22785	2	2	0.84
蓝鲸	60123	22785	2	2	0.84
新奇	60123	22785	2	2	0.84
童年	60123	22785	2	2	0.84
儿	60123	22785	2	2	0.84
基因	60123	22785	2	2	0.84
化开	60123	22785	2	2	0.84
云留	60123	22785	2	2	0.84
世代相传	60123	22785	2	2	0.84
眷恋	60123	22785	2	2	0.84
那段	60123	22785	2	2	0.84
糖包裹	60123	22785	2	2	0.84
攀上	60123	22785	2	2	0.84
羡慕	60123	22785	2	2	0.84
无拘无束	60123	22785	2	2	0.84
五千	60123	22785	2	2	0.84
拾	60123	22785	2	2	0.84
神仙腾云	60123	22785	2	2	0.84
驾雾	60123	22785	2	2	0.84
明知	60123	22785	2	2	0.84
忍	60123	22785	2	2	0.84
云那	60123	22785	2	2	0.84
难握	60123	22785	2	2	0.84
心旌	60123	22785	2	2	0.84
云或	60123	22785	2	2	0.84
三三两两	60123	22785	2	2	0.84
相识	60123	22785	2	2	0.84
陌路人	60123	22785	2	2	0.84
浅浅	60123	22785	2	2	0.84
柔情	60123	22785	2	2	0.84
隐匿	60123	22785	2	2	0.84
盲点	60123	22785	2	2	0.84
垂钓孤独	60123	22785	2	2	0.84
铺	60123	22785	2	2	0.84
苍穹	60123	22785	2	2	0.84
阴沉沉	60123	22785	2	2	0.84
表情	60123	22785	2	2	0.84
皱	60123	22785	2	2	0.84
眉头	60123	22785	2	2	0.84
迎风	60123	22785	2	2	0.84
繁花	60123	22785	2	2	0.84
祈祷	60123	22785	2	2	0.84
风束	60123	22785	2	2	0.84
河里	60123	22785	2	2	0.84
夕阳	60123	22785	2	2	0.84
酩酊大醉	60123	22785	2	2	0.84
酒红	60123	22785	2	2	0.84
浸透	60123	22785	2	2	0.84
一见钟情	60123	22785	2	2	0.84
悸动	60123	22785	2	2	0.84
迫不及待	60123	22785	2	2	0.84
喷涌	60123	22785	2	2	0.84
泻	60123	22785	2	2	0.84
水田	60123	22785	2	2	0.84
白鹭一	60123	22785	2	2	0.84
站立	60123	22785	2	2	0.84
整幅	60123	22785	2	2	0.84
恬静	60123	22785	2	2	0.84
制高点	60123	22785	2	2	0.84
澄净	60123	22785	2	2	0.84
窗边	60123	22785	2	2	0.84
招手	60123	22785	2	2	0.84
老朋友	60123	22785	2	2	0.84
相隔	60123	22785	2	2	0.84
自小	60123	22785	2	2	0.84
亲近感	60123	22785	2	2	0.84
遐想	60123	22785	2	2	0.84
中午	60123	22785	2	2	0.84
放学	60123	22785	2	2	0.84
到什	60123	22785	2	2	0.84
撩	60123	22785	2	2	0.84
碎发	60123	22785	2	2	0.84
对视	60123	22785	2	2	0.84
光	60123	22785	2	2	0.84
捉迷	60123	22785	2	2	0.84
孙悟空	60123	22785	2	2	0.84
七十二	60123	22785	2	2	0.84
看什	60123	22785	2	2	0.84
徒	60123	22785	2	2	0.84
刺眼	60123	22785	2	2	0.84
模仿者	60123	22785	2	2	0.84
会照	60123	22785	2	2	0.84
乡村	60123	22785	2	2	0.84
闲聊	60123	22785	2	2	0.84
田野	60123	22785	2	2	0.84
模仿	60123	22785	2	2	0.84
同日子	60123	22785	2	2	0.84
云丝丝缕缕	60123	22785	2	2	0.84
缥渺	60123	22785	2	2	0.84
漂亮	60123	22785	2	2	0.84
扎根	60123	22785	2	2	0.84
夜晚	60123	22785	2	2	0.84
浑身	60123	22785	2	2	0.84
踏	60123	22785	2	2	0.84
路上	60123	22785	2	2	0.84
轻快	60123	22785	2	2	0.84
没心没肺	60123	22785	2	2	0.84
约定	60123	22785	2	2	0.84
敲敲打打	60123	22785	2	2	0.84
冷酷	60123	22785	2	2	0.84
邮差	60123	22785	2	2	0.84
呼	60123	22785	2	2	0.84
趴	60123	22785	2	2	0.84
窗台	60123	22785	2	2	0.84
言语	60123	22785	2	2	0.84
虚无	60123	22785	2	2	0.84
祝福	60123	22785	2	2	0.84
诏令	60123	22785	2	2	0.84
乌黑色	60123	22785	2	2	0.84
挣扎	60123	22785	2	2	0.84
飘洒	60123	22785	2	2	0.84
溪流	60123	22785	2	2	0.84
不远万里	60123	22785	2	2	0.84
盛典	60123	22785	2	2	0.84
水洗	60123	22785	2	2	0.84
太阳迫	60123	22785	2	2	0.84
欣欣向荣	60123	22785	2	2	0.84
有丝丝	60123	22785	2	2	0.84
酷科学	60123	22785	2	2	0.84
进阶	60123	22785	2	2	0.84
落日	60123	22785	2	2	0.84
横	60123	22785	2	2	0.84
薄云	60123	22785	2	2	0.84
灰蒙蒙	60123	22785	2	2	0.84
松软	60123	22785	2	2	0.84
外形	60123	22785	2	2	0.84
状云	60123	22785	2	2	0.84
晚霞	60123	22785	2	2	0.84
水蒸气	60123	22785	2	2	0.84
雨层云	60123	22785	2	2	0.84
阶版	60123	22785	2	2	0.84
物种	60123	22785	2	2	0.84
变种	60123	22785	2	2	0.84
北部	60123	22785	2	2	0.84
乳状云	60123	22785	2	2	0.84
异	60123	22785	2	2	0.84
斗笠云	60123	22785	2	2	0.84
珠母云	60123	22785	2	2	0.84
太阳光	60123	22785	2	2	0.84
糙面云	60123	22785	2	2	0.84
液态	60123	22785	2	2	0.84
卡片	60123	22785	2	2	0.84
