token	corpus size	all contexts size	frequency	co-frequency	specificity
鬓发	37367	22568	3	3	0.66
金步摇	37367	22568	3	3	0.66
车	37367	22568	3	3	0.66
君	37367	22568	3	3	0.66
原因	37367	22568	13	8	0.65
直接	37367	22568	13	8	0.65
国际	37367	22568	13	8	0.65
以下	37367	22568	13	8	0.65
升级	37367	22568	13	8	0.65
天翼云	37367	22568	13	8	0.65
难以	37367	22568	12	7	0.65
难	37367	22568	12	7	0.65
黑	37367	22568	12	7	0.65
增强	37367	22568	12	7	0.65
集成	37367	22568	12	7	0.65
返回	37367	22568	11	7	0.62
许	37367	22568	11	7	0.62
流动	37367	22568	11	7	0.62
生产	37367	22568	11	7	0.62
获得	37367	22568	11	7	0.62
更加	37367	22568	11	7	0.62
部门	37367	22568	11	7	0.62
系列	37367	22568	11	7	0.62
公开	37367	22568	11	7	0.62
发	37367	22568	10	6	0.60
上面	37367	22568	10	6	0.60
书	37367	22568	10	6	0.60
然而	37367	22568	10	6	0.60
人生	37367	22568	10	6	0.60
分	37367	22568	10	6	0.60
结果	37367	22568	10	6	0.60
作品	37367	22568	10	6	0.60
入	37367	22568	10	6	0.60
四	37367	22568	10	6	0.60
购买	37367	22568	10	6	0.60
判断	37367	22568	10	6	0.60
配置	37367	22568	10	6	0.60
位置	37367	22568	10	6	0.60
运行	37367	22568	10	6	0.60
强大	37367	22568	10	6	0.60
表现	37367	22568	10	6	0.60
篇	37367	22568	9	6	0.60
想象	37367	22568	9	6	0.60
健康	37367	22568	9	6	0.60
十分	37367	22568	9	6	0.60
长期	37367	22568	9	6	0.60
观看	37367	22568	9	6	0.60
其它	37367	22568	9	6	0.60
演变	37367	22568	9	6	0.60
实时	37367	22568	9	6	0.60
旅	37367	22568	9	6	0.60
政策	37367	22568	9	6	0.60
媒体	37367	22568	9	6	0.60
开展	37367	22568	9	6	0.60
有效	37367	22568	9	6	0.60
均	37367	22568	9	6	0.60
电脑	37367	22568	9	6	0.60
信心	37367	22568	9	6	0.60
平	37367	22568	9	6	0.60
明白	37367	22568	5	4	0.58
倒影	37367	22568	5	4	0.58
群	37367	22568	5	4	0.58
糖	37367	22568	5	4	0.58
07月	37367	22568	5	4	0.58
微风	37367	22568	5	4	0.58
狗	37367	22568	5	4	0.58
日子	37367	22568	5	4	0.58
心灵	37367	22568	5	4	0.58
编辑	37367	22568	5	4	0.58
气候	37367	22568	5	4	0.58
薄	37367	22568	5	4	0.58
罕见	37367	22568	5	4	0.58
爱好者	37367	22568	5	4	0.58
约	37367	22568	5	4	0.58
飞机	37367	22568	5	4	0.58
味道	37367	22568	5	4	0.58
差	37367	22568	5	4	0.58
或许	37367	22568	5	4	0.58
背景	37367	22568	5	4	0.58
下午	37367	22568	5	4	0.58
之外	37367	22568	5	4	0.58
主题	37367	22568	5	4	0.58
见解	37367	22568	5	4	0.58
创作	37367	22568	5	4	0.58
迅速	37367	22568	5	4	0.58
分钟	37367	22568	5	4	0.58
套	37367	22568	5	4	0.58
下降	37367	22568	5	4	0.58
早期	37367	22568	5	4	0.58
卫星	37367	22568	5	4	0.58
云图	37367	22568	5	4	0.58
小型	37367	22568	5	4	0.58
观	37367	22568	5	4	0.58
地形	37367	22568	5	4	0.58
总结	37367	22568	5	4	0.58
培养	37367	22568	5	4	0.58
主流	37367	22568	5	4	0.58
解云	37367	22568	5	4	0.58
邮件	37367	22568	5	4	0.58
伸缩性	37367	22568	5	4	0.58
征求	37367	22568	5	4	0.58
意见	37367	22568	5	4	0.58
检查	37367	22568	5	4	0.58
终端	37367	22568	5	4	0.58
面向	37367	22568	5	4	0.58
打通	37367	22568	5	4	0.58
维持	37367	22568	5	4	0.58
资费	37367	22568	5	4	0.58
显	37367	22568	5	4	0.58
一方面	37367	22568	5	4	0.58
论证	37367	22568	5	4	0.58
古文	37367	22568	5	4	0.58
云鬓	37367	22568	5	4	0.58
躺	37367	22568	7	5	0.58
蓬松	37367	22568	7	5	0.58
只有	37367	22568	7	5	0.58
抬	37367	22568	7	5	0.58
叫	37367	22568	7	5	0.58
指南	37367	22568	7	5	0.58
统一	37367	22568	7	5	0.58
明显	37367	22568	7	5	0.58
识别	37367	22568	7	5	0.58
卷	37367	22568	7	5	0.58
读	37367	22568	7	5	0.58
原理	37367	22568	7	5	0.58
正式	37367	22568	7	5	0.58
为何	37367	22568	7	5	0.58
表示	37367	22568	7	5	0.58
描述	37367	22568	7	5	0.58
久	37367	22568	7	5	0.58
组合	37367	22568	7	5	0.58
时期	37367	22568	7	5	0.58
物理学	37367	22568	7	5	0.58
因子	37367	22568	7	5	0.58
概念	37367	22568	7	5	0.58
表明	37367	22568	7	5	0.58
观测员	37367	22568	7	5	0.58
生成	37367	22568	7	5	0.58
获取	37367	22568	7	5	0.58
核弹	37367	22568	7	5	0.58
可用性	37367	22568	7	5	0.58
中心的	37367	22568	7	5	0.58
优化	37367	22568	7	5	0.58
现代化	37367	22568	7	5	0.58
积极	37367	22568	7	5	0.58
培训	37367	22568	7	5	0.58
标准	37367	22568	7	5	0.58
2025年	37367	22568	7	5	0.58
算	37367	22568	7	5	0.58
生态	37367	22568	7	5	0.58
探索	37367	22568	8	5	0.55
距离	37367	22568	8	5	0.55
呈现	37367	22568	8	5	0.55
再次	37367	22568	8	5	0.55
首先	37367	22568	8	5	0.55
认识	37367	22568	8	5	0.55
相对	37367	22568	8	5	0.55
所以	37367	22568	8	5	0.55
冷却	37367	22568	8	5	0.55
大小	37367	22568	8	5	0.55
令	37367	22568	8	5	0.55
尤其	37367	22568	8	5	0.55
慢慢	37367	22568	8	5	0.55
那样	37367	22568	8	5	0.55
过去	37367	22568	8	5	0.55
之中	37367	22568	8	5	0.55
赋予	37367	22568	8	5	0.55
实验	37367	22568	8	5	0.55
手段	37367	22568	8	5	0.55
专业	37367	22568	8	5	0.55
本文	37367	22568	8	5	0.55
融合	37367	22568	8	5	0.55
变革	37367	22568	8	5	0.55
协同	37367	22568	8	5	0.55
具	37367	22568	8	5	0.55
代	37367	22568	8	5	0.55
层面	37367	22568	8	5	0.55
游	37367	22568	8	5	0.55
主席	37367	22568	8	5	0.55
评估	37367	22568	8	5	0.55
思想	37367	22568	8	5	0.55
目录	37367	22568	7	4	0.54
路	37367	22568	7	4	0.54
幻想	37367	22568	7	4	0.54
月光	37367	22568	7	4	0.54
伴随	37367	22568	7	4	0.54
份	37367	22568	7	4	0.54
语言	37367	22568	7	4	0.54
图片	37367	22568	7	4	0.54
