token	corpus size	all contexts size	frequency	co-frequency	specificity
金步摇	37257	22363	3	3	0.67
车	37257	22363	3	3	0.67
君	37257	22363	3	3	0.67
空中	37257	22363	13	8	0.65
原因	37257	22363	13	8	0.65
国际	37257	22363	13	8	0.65
升级	37257	22363	13	8	0.65
天翼云	37257	22363	13	8	0.65
难以	37257	22363	12	7	0.64
难	37257	22363	12	7	0.64
黑	37257	22363	12	7	0.64
增强	37257	22363	12	7	0.64
集成	37257	22363	12	7	0.64
返回	37257	22363	11	7	0.63
其实	37257	22363	11	7	0.63
看见	37257	22363	11	7	0.63
许	37257	22363	11	7	0.63
且	37257	22363	11	7	0.63
流动	37257	22363	11	7	0.63
物	37257	22363	11	7	0.63
生产	37257	22363	11	7	0.63
更加	37257	22363	11	7	0.63
部门	37257	22363	11	7	0.63
流程	37257	22363	11	7	0.63
系列	37257	22363	11	7	0.63
公开	37257	22363	11	7	0.63
发	37257	22363	10	6	0.60
书	37257	22363	10	6	0.60
人生	37257	22363	10	6	0.60
分	37257	22363	10	6	0.60
作品	37257	22363	10	6	0.60
四	37257	22363	10	6	0.60
购买	37257	22363	10	6	0.60
视角	37257	22363	10	6	0.60
配置	37257	22363	10	6	0.60
表现	37257	22363	10	6	0.60
知道	37257	22363	9	6	0.60
找到	37257	22363	9	6	0.60
篇	37257	22363	9	6	0.60
健康	37257	22363	9	6	0.60
十分	37257	22363	9	6	0.60
长期	37257	22363	9	6	0.60
演变	37257	22363	9	6	0.60
实时	37257	22363	9	6	0.60
旅	37257	22363	9	6	0.60
性能	37257	22363	9	6	0.60
媒体	37257	22363	9	6	0.60
通信	37257	22363	9	6	0.60
开展	37257	22363	9	6	0.60
有效	37257	22363	9	6	0.60
均	37257	22363	9	6	0.60
信心	37257	22363	9	6	0.60
平	37257	22363	9	6	0.60
明白	37257	22363	5	4	0.59
倒影	37257	22363	5	4	0.59
群	37257	22363	5	4	0.59
糖	37257	22363	5	4	0.59
07月	37257	22363	5	4	0.59
狗	37257	22363	5	4	0.59
心灵	37257	22363	5	4	0.59
编辑	37257	22363	5	4	0.59
气候	37257	22363	5	4	0.59
薄	37257	22363	5	4	0.59
罕见	37257	22363	5	4	0.59
爱好者	37257	22363	5	4	0.59
约	37257	22363	5	4	0.59
飞机	37257	22363	5	4	0.59
味道	37257	22363	5	4	0.59
差	37257	22363	5	4	0.59
或许	37257	22363	5	4	0.59
背景	37257	22363	5	4	0.59
之外	37257	22363	5	4	0.59
那个	37257	22363	5	4	0.59
主题	37257	22363	5	4	0.59
见解	37257	22363	5	4	0.59
创作	37257	22363	5	4	0.59
分钟	37257	22363	5	4	0.59
套	37257	22363	5	4	0.59
下降	37257	22363	5	4	0.59
卫星	37257	22363	5	4	0.59
云图	37257	22363	5	4	0.59
小型	37257	22363	5	4	0.59
观	37257	22363	5	4	0.59
地形	37257	22363	5	4	0.59
总结	37257	22363	5	4	0.59
培养	37257	22363	5	4	0.59
主流	37257	22363	5	4	0.59
解云	37257	22363	5	4	0.59
当时	37257	22363	5	4	0.59
邮件	37257	22363	5	4	0.59
伸缩性	37257	22363	5	4	0.59
应对	37257	22363	5	4	0.59
征求	37257	22363	5	4	0.59
意见	37257	22363	5	4	0.59
检查	37257	22363	5	4	0.59
终端	37257	22363	5	4	0.59
面向	37257	22363	5	4	0.59
打通	37257	22363	5	4	0.59
资费	37257	22363	5	4	0.59
显	37257	22363	5	4	0.59
一方面	37257	22363	5	4	0.59
论证	37257	22363	5	4	0.59
古文	37257	22363	5	4	0.59
云鬓	37257	22363	5	4	0.59
躺	37257	22363	7	5	0.58
蓬松	37257	22363	7	5	0.58
只有	37257	22363	7	5	0.58
抬	37257	22363	7	5	0.58
叫	37257	22363	7	5	0.58
指南	37257	22363	7	5	0.58
统一	37257	22363	7	5	0.58
明显	37257	22363	7	5	0.58
识别	37257	22363	7	5	0.58
卷	37257	22363	7	5	0.58
读	37257	22363	7	5	0.58
原理	37257	22363	7	5	0.58
正式	37257	22363	7	5	0.58
为何	37257	22363	7	5	0.58
表示	37257	22363	7	5	0.58
描述	37257	22363	7	5	0.58
久	37257	22363	7	5	0.58
位	37257	22363	7	5	0.58
物理学	37257	22363	7	5	0.58
因子	37257	22363	7	5	0.58
概念	37257	22363	7	5	0.58
表明	37257	22363	7	5	0.58
云识	37257	22363	7	5	0.58
全部	37257	22363	7	5	0.58
观测员	37257	22363	7	5	0.58
生成	37257	22363	7	5	0.58
获取	37257	22363	7	5	0.58
核弹	37257	22363	7	5	0.58
可用性	37257	22363	7	5	0.58
中心的	37257	22363	7	5	0.58
优化	37257	22363	7	5	0.58
现代化	37257	22363	7	5	0.58
积极	37257	22363	7	5	0.58
培训	37257	22363	7	5	0.58
标准	37257	22363	7	5	0.58
2025年	37257	22363	7	5	0.58
算	37257	22363	7	5	0.58
生态	37257	22363	7	5	0.58
探索	37257	22363	8	5	0.55
距离	37257	22363	8	5	0.55
呈现	37257	22363	8	5	0.55
首先	37257	22363	8	5	0.55
认识	37257	22363	8	5	0.55
相对	37257	22363	8	5	0.55
所以	37257	22363	8	5	0.55
大小	37257	22363	8	5	0.55
尤其	37257	22363	8	5	0.55
说明	37257	22363	8	5	0.55
慢慢	37257	22363	8	5	0.55
过去	37257	22363	8	5	0.55
之中	37257	22363	8	5	0.55
赋予	37257	22363	8	5	0.55
实验	37257	22363	8	5	0.55
手段	37257	22363	8	5	0.55
专业	37257	22363	8	5	0.55
本文	37257	22363	8	5	0.55
数字	37257	22363	8	5	0.55
融合	37257	22363	8	5	0.55
变革	37257	22363	8	5	0.55
协同	37257	22363	8	5	0.55
数	37257	22363	8	5	0.55
具	37257	22363	8	5	0.55
代	37257	22363	8	5	0.55
重	37257	22363	8	5	0.55
层面	37257	22363	8	5	0.55
游	37257	22363	8	5	0.55
主席	37257	22363	8	5	0.55
评估	37257	22363	8	5	0.55
思想	37257	22363	8	5	0.55
目录	37257	22363	7	4	0.54
路	37257	22363	7	4	0.54
幻想	37257	22363	7	4	0.54
月光	37257	22363	7	4	0.54
伴随	37257	22363	7	4	0.54
份	37257	22363	7	4	0.54
语言	37257	22363	7	4	0.54
图片	37257	22363	7	4	0.54
就是	37257	22363	7	4	0.54
网站	37257	22363	7	4	0.54
先生	37257	22363	7	4	0.54
一点	37257	22363	7	4	0.54
亦	37257	22363	7	4	0.54
无限	37257	22363	7	4	0.54
不同	37257	22363	7	4	0.54
时期	37257	22363	7	4	0.54
