token	corpus size	all contexts size	frequency	co-frequency	specificity
初创	60247	22586	4	3	0.88
告别	60247	22586	4	3	0.88
意思	60247	22586	4	3	0.88
一体化	60247	22586	4	3	0.88
验证	60247	22586	4	3	0.88
份额	60247	22586	4	3	0.88
说法	60247	22586	4	3	0.88
自主	60247	22586	4	3	0.88
意	60247	22586	4	3	0.88
坚定	60247	22586	4	3	0.88
创新性	60247	22586	4	3	0.88
催生	60247	22586	4	3	0.88
衡量	60247	22586	4	3	0.88
白白	60247	22586	4	3	0.88
宗教	60247	22586	4	3	0.88
意境	60247	22586	4	3	0.88
杜甫	60247	22586	4	3	0.88
论语	60247	22586	4	3	0.88
九嶷山	60247	22586	4	3	0.88
劝	60247	22586	4	3	0.88
君	60247	22586	4	3	0.88
媒介	60247	22586	38	14	0.88
词	60247	22586	14	7	0.88
深	60247	22586	14	7	0.88
黑	60247	22586	14	7	0.88
且	60247	22586	14	7	0.88
物	60247	22586	14	7	0.88
增强	60247	22586	14	7	0.88
集成	60247	22586	14	7	0.88
断	60247	22586	32	13	0.88
字	60247	22586	36	13	0.87
至	60247	22586	29	12	0.87
其中	60247	22586	29	12	0.87
部分	60247	22586	29	12	0.87
自	60247	22586	33	13	0.86
场	60247	22586	26	11	0.86
范围	60247	22586	26	11	0.86
云层	60247	22586	17	8	0.86
网	60247	22586	17	8	0.86
同时	60247	22586	34	13	0.86
月	60247	22586	23	10	0.86
因素	60247	22586	23	10	0.86
商业	60247	22586	23	10	0.86
无声	60247	22586	2	2	0.85
饱含深情	60247	22586	2	2	0.85
悠悠荡荡	60247	22586	2	2	0.85
浩渺	60247	22586	2	2	0.85
迁徙	60247	22586	2	2	0.85
蓝鲸	60247	22586	2	2	0.85
新奇	60247	22586	2	2	0.85
童年	60247	22586	2	2	0.85
儿	60247	22586	2	2	0.85
基因	60247	22586	2	2	0.85
化开	60247	22586	2	2	0.85
世代相传	60247	22586	2	2	0.85
云留	60247	22586	2	2	0.85
眷恋	60247	22586	2	2	0.85
那段	60247	22586	2	2	0.85
糖包裹	60247	22586	2	2	0.85
攀上	60247	22586	2	2	0.85
羡慕	60247	22586	2	2	0.85
无拘无束	60247	22586	2	2	0.85
五千	60247	22586	2	2	0.85
拾	60247	22586	2	2	0.85
神仙腾云	60247	22586	2	2	0.85
驾雾	60247	22586	2	2	0.85
明知	60247	22586	2	2	0.85
忍	60247	22586	2	2	0.85
云那	60247	22586	2	2	0.85
难握	60247	22586	2	2	0.85
心旌	60247	22586	2	2	0.85
云或	60247	22586	2	2	0.85
三三两两	60247	22586	2	2	0.85
相识	60247	22586	2	2	0.85
陌路人	60247	22586	2	2	0.85
浅浅	60247	22586	2	2	0.85
柔情	60247	22586	2	2	0.85
隐匿	60247	22586	2	2	0.85
盲点	60247	22586	2	2	0.85
垂钓孤独	60247	22586	2	2	0.85
铺	60247	22586	2	2	0.85
苍穹	60247	22586	2	2	0.85
阴沉沉	60247	22586	2	2	0.85
表情	60247	22586	2	2	0.85
皱	60247	22586	2	2	0.85
眉头	60247	22586	2	2	0.85
迎风	60247	22586	2	2	0.85
繁花	60247	22586	2	2	0.85
祈祷	60247	22586	2	2	0.85
风束	60247	22586	2	2	0.85
河里	60247	22586	2	2	0.85
夕阳	60247	22586	2	2	0.85
酩酊大醉	60247	22586	2	2	0.85
酒红	60247	22586	2	2	0.85
浸透	60247	22586	2	2	0.85
一见钟情	60247	22586	2	2	0.85
悸动	60247	22586	2	2	0.85
迫不及待	60247	22586	2	2	0.85
喷涌	60247	22586	2	2	0.85
泻	60247	22586	2	2	0.85
水田	60247	22586	2	2	0.85
白鹭一	60247	22586	2	2	0.85
站立	60247	22586	2	2	0.85
整幅	60247	22586	2	2	0.85
恬静	60247	22586	2	2	0.85
制高点	60247	22586	2	2	0.85
澄净	60247	22586	2	2	0.85
窗边	60247	22586	2	2	0.85
招手	60247	22586	2	2	0.85
老朋友	60247	22586	2	2	0.85
相隔	60247	22586	2	2	0.85
自小	60247	22586	2	2	0.85
亲近感	60247	22586	2	2	0.85
中午	60247	22586	2	2	0.85
放学	60247	22586	2	2	0.85
撩	60247	22586	2	2	0.85
碎发	60247	22586	2	2	0.85
对视	60247	22586	2	2	0.85
光	60247	22586	2	2	0.85
捉迷	60247	22586	2	2	0.85
孙悟空	60247	22586	2	2	0.85
七十二	60247	22586	2	2	0.85
徒	60247	22586	2	2	0.85
刺眼	60247	22586	2	2	0.85
模仿者	60247	22586	2	2	0.85
会照	60247	22586	2	2	0.85
闲聊	60247	22586	2	2	0.85
田野	60247	22586	2	2	0.85
模仿	60247	22586	2	2	0.85
同日子	60247	22586	2	2	0.85
云丝丝缕缕	60247	22586	2	2	0.85
缥渺	60247	22586	2	2	0.85
漂亮	60247	22586	2	2	0.85
扎根	60247	22586	2	2	0.85
夜晚	60247	22586	2	2	0.85
浑身	60247	22586	2	2	0.85
怀抱	60247	22586	2	2	0.85
路上	60247	22586	2	2	0.85
轻快	60247	22586	2	2	0.85
没心没肺	60247	22586	2	2	0.85
约定	60247	22586	2	2	0.85
敲敲打打	60247	22586	2	2	0.85
冷酷	60247	22586	2	2	0.85
邮差	60247	22586	2	2	0.85
呼	60247	22586	2	2	0.85
趴	60247	22586	2	2	0.85
窗台	60247	22586	2	2	0.85
言语	60247	22586	2	2	0.85
虚无	60247	22586	2	2	0.85
祝福	60247	22586	2	2	0.85
诏令	60247	22586	2	2	0.85
乌黑色	60247	22586	2	2	0.85
挣扎	60247	22586	2	2	0.85
飘洒	60247	22586	2	2	0.85
溪流	60247	22586	2	2	0.85
不远万里	60247	22586	2	2	0.85
盛典	60247	22586	2	2	0.85
水洗	60247	22586	2	2	0.85
太阳迫	60247	22586	2	2	0.85
欣欣向荣	60247	22586	2	2	0.85
有丝丝	60247	22586	2	2	0.85
酷科学	60247	22586	2	2	0.85
进阶	60247	22586	2	2	0.85
落日	60247	22586	2	2	0.85
横	60247	22586	2	2	0.85
薄云	60247	22586	2	2	0.85
灰蒙蒙	60247	22586	2	2	0.85
松软	60247	22586	2	2	0.85
外形	60247	22586	2	2	0.85
状云	60247	22586	2	2	0.85
晚霞	60247	22586	2	2	0.85
水蒸气	60247	22586	2	2	0.85
雨层云	60247	22586	2	2	0.85
阶版	60247	22586	2	2	0.85
物种	60247	22586	2	2	0.85
变种	60247	22586	2	2	0.85
北部	60247	22586	2	2	0.85
异	60247	22586	2	2	0.85
乳状云	60247	22586	2	2	0.85
斗笠云	60247	22586	2	2	0.85
珠母云	60247	22586	2	2	0.85
太阳光	60247	22586	2	2	0.85
糙面云	60247	22586	2	2	0.85
液态	60247	22586	2	2	0.85
卡片	60247	22586	2	2	0.85
去留	60247	22586	2	2	0.85
无意	60247	22586	2	2	0.85
淡泊	60247	22586	2	2	0.85
划分	60247	22586	2	2	0.85
那里	60247	22586	2	2	0.85
感到	60247	22586	2	2	0.85
